1.6-31	4.71	-6.11	9.465 8.378 1.087 0.562550456 7.70745170193 14.8928863369
1.6-32	3.42	-5.78	9.774 8.41 1.364 0.751530157 6.16568914956 11.190502366
1.6-33	6.19	-9.46	9.431 8.448 0.983 0.516298 8.59409969481 16.3626432797
1.6-34	6.8	NA	9.492 8.525 0.967 0.505726944 8.81592554292 16.8569226954
1.6-35	5.03	-7.82	9.586 8.457 1.129 0.571664368 7.49069973428 14.793645491
1.6-36	5.37	-8.45	9.783 8.693 1.09 0.577596354 7.9752293578 15.0503027587
1.6-37	6.97	NA	10.106 9.104 1.002 0.520977906 9.08582834331 17.4748293453
1.6-38	6.24	-9.41	10.013 8.936 1.077 0.548060263 8.29712163417 16.3047763235
1.6-39	5.62	-7.99	9.888 8.752 1.136 0.58909095 7.70422535211 14.8567890917
1.6-40	4.33	-7.11	10.126 8.761 1.365 0.748354917 6.41831501832 11.7070120086
1.7-01	2.59	-5.19	8.523 7.421 1.102 0.556663644 6.73411978221 13.3312101122
1.7-02	4.5	-5.6	9.283 8.053 1.23 0.640711828 6.54715447154 12.5688330511
1.7-03	4.3	-5.77	9.286 8.051 1.235 0.642406135 6.51902834008 12.5325702252
1.7-04	4.91	-6.24	9.026 7.972 1.054 0.541713401 7.56356736243 14.71626876
1.7-05	3.14	-5.3	9.037 7.766 1.271 0.642811263 6.11014948859 12.0813066712
1.7-06	3.82	-5.75	9.102 8.047 1.055 0.534866466 7.62748815166 15.0448766403
1.7-07	3.47	-5.57	8.972 7.855 1.117 0.590580717 7.03222918532 13.3004681221
1.7-08	5.73	-6.71	9.712 8.634 1.078 0.555943425 8.00927643785 15.5303572481
1.7-09	5.08	-6.12	9.646 8.512 1.134 0.587200085 7.50617283951 14.4959107082
1.7-10	4.35	-6.26	9.567 8.389 1.178 0.604854058 7.12139219015 13.8694613834
1.7-11	3.73	-5.62	9.106 7.982 1.124 0.575587251 7.10142348754 13.8675760906
1.7-12	2.43	-6.22	9.375 7.996 1.379 0.755258492 5.79840464104 10.587103733
1.7-13	5.53	-7.53	9.459 8.425 1.034 0.535227432 8.14796905222 15.7409719612
1.7-14	4.14	-6.3	9.729 8.573 1.156 0.58881245 7.4160899654 14.5598144197
1.7-15	6.14	-8.15	9.399 8.443 0.956 0.487169293 8.83158995816 17.3307310648
1.7-16	4.37	-5.36	9.688 8.508 1.18 0.59217661 7.21016949153 14.3673354474
1.7-17	6.06	-8.51	9.673 8.727 0.946 0.4875505 9.22515856237 17.8996842378
1.7-18	4.7	-5.68	9.578 8.458 1.12 0.593606293 7.55178571429 14.2485012368
