hepta_1355_1                     -36.3409                3.2591              0.3259
hepta_1356_1                     -33.2374                4.0299              0.4030
hepta_1357_1                     -21.5718                1.6117              0.1612
hepta_1358_1                     -36.8024                2.7113              0.2711
hepta_1359_1                     -26.2495                2.2674              0.2267
hepta_1360_1                     -30.4271                3.1413              0.3141
hepta_1361_1                     -17.8563                2.2060              0.2206
hepta_136_1                     -29.9550                3.3964              0.3396
hepta_1362_1                     -27.6234                3.7483              0.3748
hepta_1363_1                     -33.9200                4.7491              0.4749
hepta_1364_1                     -27.8004                5.1345              0.5135
hepta_1365_1                     -38.4678                4.2809              0.4281
hepta_1366_1                     -35.9305                4.0442              0.4044
hepta_1367_1                     -42.2978                3.3990              0.3399
hepta_1368_1                     -23.8401                3.6515              0.3652
hepta_1370_1                     -34.3584                3.9350              0.3935
hepta_1371_1                     -44.3118                4.9842              0.4984
hepta_137_1                     -36.9515                4.8066              0.4807
hepta_1372_1                     -28.0319                3.1350              0.3135
hepta_1373_1                     -34.0158                3.0091              0.3009
hepta_1374_1                     -17.5610                2.0015              0.2001
hepta_1375_1                     -21.2178                4.7798              0.4780
hepta_1376_1                     -50.8680                3.6814              0.3681
hepta_1377_1                     -42.6212                4.3734              0.4373
hepta_1379_1                     -28.5482                2.2695              0.2269
hepta_1380_1                     -23.4773                2.5103              0.2510
hepta_1381_1                     -33.4107                3.3379              0.3338
hepta_138_1                     -29.2183                3.7684              0.3768
hepta_1382_1                     -36.2688                2.3871              0.2387
hepta_1383_1                     -33.3593                2.2551              0.2255
hepta_1384_1                     -31.0472                2.9218              0.2922
hepta_1385_1                     -35.1673                2.9450              0.2945
hepta_1387_1                     -28.5497                3.2183              0.3218
hepta_1388_1                     -32.8962                2.3950              0.2395
hepta_1389_1                     -37.3483                2.9981              0.2998
hepta_1390_1                     -32.6875                2.1486              0.2149
hepta_1391_1                     -24.3914                2.6919              0.2692
hepta_139_1                     -44.8827                4.6671              0.4667
hepta_1392_1                     -36.0160                3.9727              0.3973
hepta_1393_1                     -31.9371                2.7187              0.2719
hepta_1394_1                     -25.3577                2.7163              0.2716
hepta_1395_1                     -28.2413                2.2477              0.2248
hepta_1396_1                     -32.6800                2.7711              0.2771
hepta_1397_1                     -29.6089                3.5554              0.3555
hepta_1398_1                     -37.2949                2.9179              0.2918
hepta_1399_1                     -40.2434                2.3581              0.2358
hepta_1400_1                     -26.9057                2.1602              0.2160
hepta_1401_1                     -31.4922                7.6776              0.7678
hepta_140_1                     -27.8689                2.6197              0.2620
hepta_1402_1                     -37.6961                2.9241              0.2924
hepta_1403_1                     -30.9622                3.1549              0.3155
hepta_1404_1                     -28.7704                3.0173              0.3017
hepta_1405_1                     -31.6005                2.8841              0.2884
hepta_1406_1                     -33.9234                2.7077              0.2708
hepta_1407_1                     -37.5449                2.8982              0.2898
hepta_1408_1                     -35.7098                3.1187              0.3119
hepta_1409_1                     -39.7047                3.0719              0.3072
hepta_1410_1                     -31.9329                2.9363              0.2936
hepta_1411_1                     -38.2014                3.2875              0.3287
hepta_141_1                     -30.9432                3.5421              0.3542
hepta_1412_1                     -44.6275                2.8613              0.2861
hepta_1413_1                     -32.6773                2.6461              0.2646
hepta_1414_1                     -32.0001                2.6640              0.2664
hepta_1415_1                     -40.8357                3.9932              0.3993
hepta_1416_1                     -28.7782                2.6267              0.2627
hepta_1417_1                     -42.0460                6.7382              0.6738
hepta_1418_1                     -38.0885                2.4321              0.2432
hepta_1419_1                     -34.2112                4.5645              0.4565
hepta_1420_1                     -26.2312                2.9247              0.2925
hepta_1421_1                     -26.1381                5.2232              0.5223
hepta_142_1                     -19.1261                1.7973              0.1797
hepta_1422_1                     -29.6951                3.3834              0.3383
hepta_1423_1                     -33.3766                2.7590              0.2759
hepta_1424_1                     -29.5986                5.4576              0.5458
hepta_1425_1                     -17.7135                1.8202              0.1820
hepta_1427_1                     -33.7501                2.4264              0.2426
hepta_1428_1                     -29.1722                3.5787              0.3579
hepta_1429_1                     -22.1736                2.2993              0.2299
hepta_1430_1                     -39.5809                3.4787              0.3479
hepta_143_1                     -35.0676                4.9686              0.4969
hepta_1432_1                     -38.9200                4.9905              0.4991
hepta_1433_1                     -21.7213                4.3413              0.4341
hepta_1434_1                     -29.8516                2.5844              0.2584
hepta_1435_1                     -23.7878                2.4094              0.2409
hepta_1436_1                     -31.7650                2.1146              0.2115
hepta_1437_1                     -33.6340                1.8657              0.1866
hepta_1439_1                     -29.0994                2.1161              0.2116
hepta_1440_1                     -25.0923                2.1184              0.2118
hepta_1441_1                     -29.5737                2.3389              0.2339
hepta_144_1                     -33.5272                6.7360              0.6736
hepta_1442_1                     -27.5142                2.0356              0.2036
hepta_1443_1                     -41.9522                7.3922              0.7392
hepta_1444_1                     -28.8285                1.9639              0.1964
hepta_1445_1                     -19.1419                2.0174              0.2017
hepta_1446_1                     -34.7300                3.7871              0.3787
hepta_1448_1                     -25.3551                1.9847              0.1985
hepta_1449_1                     -21.8662                1.7576              0.1758
hepta_1450_1                     -33.4757                2.4419              0.2442
hepta_145_1                     -40.3847                5.1839              0.5184
hepta_1452_1                     -46.1633                4.5503              0.4550
hepta_1453_1                     -39.1684                5.0010              0.5001
hepta_1454_1                     -22.2743                2.0352              0.2035
hepta_1455_1                     -32.0409                2.3037              0.2304
hepta_1456_1                     -18.7412                2.9353              0.2935
hepta_1458_1                     -28.2302                4.0679              0.4068
hepta_1459_1                     -23.7922                5.3575              0.5357
hepta_1460_1                     -38.9658                3.4803              0.3480
hepta_1461_1                     -26.3520                5.6174              0.5617
hepta_146_1                     -37.0692                5.3258              0.5326
hepta_1463_1                     -26.6222                3.0454              0.3045
hepta_1464_1                     -32.0106                3.2264              0.3226
hepta_1465_1                     -38.6649                4.0673              0.4067
hepta_1466_1                     -23.3897                1.6779              0.1678
hepta_1467_1                     -28.1937                2.3385              0.2338
hepta_1468_1                     -22.3212                1.6767              0.1677
hepta_1469_1                     -39.4242                2.3663              0.2366
hepta_1470_1                     -42.5791                3.8738              0.3874
hepta_1471_1                     -37.3569                2.3763              0.2376
hepta_147_1                     -43.9055                3.6713              0.3671
hepta_1472_1                     -24.5109                2.6164              0.2616
hepta_1473_1                     -29.4908                2.1013              0.2101
hepta_1474_1                     -42.3193                3.7549              0.3755
hepta_1475_1                     -32.2597                3.9608              0.3961
hepta_1476_1                     -34.8221                2.7962              0.2796
hepta_1477_1                     -30.1518                4.1426              0.4143
hepta_1478_1                     -40.4661                3.6352              0.3635
hepta_1479_1                     -24.9109                2.3175              0.2317
hepta_1480_1                     -36.8942                2.6373              0.2637
hepta_1481_1                     -31.9283                2.6782              0.2678
hepta_148_1                     -28.6276                4.1145              0.4114
hepta_1482_1                     -33.0027                3.0127              0.3013
hepta_1483_1                     -28.0775                3.9170              0.3917
hepta_1484_1                     -23.5638                2.9293              0.2929
hepta_1485_1                     -31.6291                3.2512              0.3251
hepta_1486_1                     -34.6611                5.2271              0.5227
hepta_1487_1                     -22.5001                2.6289              0.2629
hepta_1488_1                     -27.9921                3.6404              0.3640
hepta_1489_1                     -27.1449                3.8587              0.3859
hepta_1490_1                     -43.9910                4.8637              0.4864
hepta_1491_1                     -28.8812                2.6778              0.2678
hepta_149_1                     -27.2397                2.8529              0.2853
hepta_1492_1                     -30.7060                2.9853              0.2985
hepta_1493_1                     -33.2450                3.1007              0.3101
hepta_1494_1                     -31.4929                1.9223              0.1922
hepta_1495_1                     -28.8351                3.0157              0.3016
hepta_1496_1                     -24.7055                2.4280              0.2428
hepta_1497_1                     -30.1799                4.4174              0.4417
hepta_1498_1                     -41.3293                3.0006              0.3001
hepta_1499_1                     -34.6427                4.9933              0.4993
hepta_1500_1                     -42.7079                3.1150              0.3115
hepta_1501_1                     -40.4052                4.8699              0.4870
